a1 a2 a3 a4 a5 a6 a7 RMSE it
7.165e-01 4.281e-01 8.338e-01 7.215e-01 8.605e-02 4.149e-01 8.994e-01 1.419e+00 0
6.545e-01 6.647e-01 3.747e-01 8.041e-01 1.000e+00 5.172e-01 9.335e-01 1.693e+00 0
9.848e-01 8.182e-01 6.248e-02 3.275e-01 5.016e-01 2.478e-01 4.086e-01 8.675e+00 0
2.647e-01 7.730e-01 5.572e-01 6.589e-01 6.652e-01 3.974e-01 1.000e+00 1.553e+00 0
1.062e-01 1.373e-01 7.943e-01 8.768e-01 9.735e-01 2.834e-01 1.686e-01 5.322e+00 0
6.484e-01 6.480e-01 3.066e-01 4.060e-01 9.486e-02 5.954e-01 5.372e-01 5.308e+00 0
2.497e-01 2.451e-01 9.896e-02 6.912e-01 2.148e-01 2.794e-01 3.769e-01 7.076e+00 0
2.236e-01 9.326e-01 5.482e-01 7.218e-01 7.336e-01 7.534e-01 6.577e-01 1.520e+00 0
1.619e-01 5.009e-01 7.340e-01 4.471e-01 5.510e-01 6.755e-01 5.491e-01 1.625e+00 0
4.128e-01 9.211e-01 8.789e-01 7.499e-02 1.000e-03 6.636e-01 6.459e-01 1.728e+00 0
1.000e-03 4.975e-02 6.905e-01 2.773e-01 8.562e-02 1.000e-03 6.243e-01 1.779e+00 0
1.000e+00 9.014e-02 6.886e-03 1.000e-03 8.219e-01 1.000e-03 3.969e-01 8.497e+01 0
1.834e-01 2.926e-01 5.227e-01 1.000e-03 5.618e-01 4.031e-01 8.141e-01 1.777e+00 0
3.305e-03 6.959e-02 2.620e-01 9.688e-01 3.823e-01 6.451e-01 5.461e-01 2.482e+00 0
3.918e-01 9.579e-01 1.921e-01 4.241e-01 2.312e-01 8.539e-01 5.307e-01 2.984e+00 0
5.543e-02 3.847e-01 5.609e-01 9.541e-01 6.230e-01 6.396e-01 2.120e-01 1.718e+00 0
2.680e-01 1.000e+00 6.795e-01 5.347e-01 6.788e-02 5.337e-01 5.303e-01 2.004e+00 0
3.024e-01 9.403e-01 6.674e-01 1.000e+00 4.696e-01 4.688e-01 4.579e-01 1.617e+00 0
1.000e+00 2.149e-01 2.950e-01 1.000e-03 6.911e-01 1.000e-03 1.000e-03 2.868e+00 0
9.350e-02 5.723e-01 9.494e-01 9.928e-01 6.101e-01 8.770e-01 5.113e-01 1.368e+00 0
3.818e-01 6.615e-01 3.909e-01 6.123e-01 4.862e-01 1.469e-02 6.665e-01 1.612e+00 0
1.301e-01 1.532e-01 3.928e-01 6.351e-01 9.946e-01 2.237e-01 9.533e-01 1.385e+00 0
2.635e-01 4.860e-01 2.104e-01 8.900e-01 2.956e-01 7.773e-01 9.847e-01 3.716e+00 0
7.914e-02 7.304e-01 9.214e-01 6.120e-01 9.753e-01 7.852e-01 8.106e-01 1.354e+00 0
5.445e-01 9.769e-01 3.993e-01 4.684e-01 2.009e-01 4.618e-01 2.091e-01 8.559e+00 0
4.284e-01 8.203e-01 4.049e-01 2.764e-02 8.843e-01 9.637e-01 4.585e-01 8.323e+00 0
7.843e-01 6.418e-01 6.887e-01 2.678e-01 2.912e-01 5.708e-01 9.524e-01 1.653e+00 0
7.361e-01 8.176e-01 8.891e-01 7.060e-01 7.307e-01 6.864e-01 6.685e-01 1.858e+00 0
1.377e-01 3.181e-01 3.832e-01 8.209e-01 1.930e-02 9.449e-01 7.365e-01 1.582e+00 0
1.558e-01 1.000e+00 5.792e-01 1.085e-01 3.159e-01 1.000e+00 1.000e+00 1.701e+00 0
9.083e-02 7.736e-01 2.124e-01 6.563e-01 7.944e-01 7.927e-01 4.102e-01 3.043e+00 0
9.633e-02 4.770e-01 1.439e-01 8.495e-01 5.860e-01 8.963e-01 3.201e-01 6.216e+00 0
3.352e-01 8.218e-01 8.030e-01 2.635e-01 3.373e-01 1.621e-01 3.633e-01 1.756e+00 0
6.024e-01 8.995e-01 6.315e-02 4.875e-01 3.405e-01 3.790e-01 3.016e-01 1.149e+01 0
5.557e-01 8.269e-01 1.234e-01 5.094e-01 3.610e-01 6.104e-01 1.000e+00 3.926e+00 0
3.942e-01 8.105e-01 6.643e-01 9.987e-01 3.192e-01 4.195e-01 7.398e-01 1.657e+00 0
1.418e-01 2.915e-01 4.676e-01 6.129e-01 8.117e-01 9.063e-01 1.000e+00 1.456e+00 0
5.166e-01 6.272e-01 6.919e-01 1.000e-03 4.264e-01 9.930e-01 1.000e+00 1.830e+00 0
6.412e-01 4.316e-01 4.131e-01 1.394e-01 6.886e-01 3.484e-01 4.372e-01 3.897e+01 0
1.000e-03 9.786e-01 1.000e+00 5.120e-01 2.840e-01 1.000e-03 6.625e-02 1.788e+00 0
4.810e-01 5.690e-01 4.143e-01 5.618e-01 6.647e-01 1.631e-01 1.460e-01 2.205e+00 0
1.139e-01 7.928e-01 9.857e-01 2.179e-01 9.458e-01 6.694e-01 1.355e-01 1.483e+00 0
4.177e-01 9.429e-01 8.019e-01 9.694e-01 6.664e-01 8.256e-01 4.427e-01 1.660e+00 0
1.072e-01 9.993e-01 1.733e-01 8.702e-01 8.659e-01 1.385e-01 8.486e-01 5.974e+00 0
8.695e-01 4.765e-01 3.000e-01 8.689e-01 2.273e-01 1.001e-01 2.334e-01 2.193e+00 0
3.182e-01 7.384e-01 7.269e-01 1.899e-01 7.350e-01 9.416e-02 5.546e-01 1.737e+00 0
1.963e-01 6.441e-01 9.563e-01 6.604e-02 1.747e-01 6.677e-01 5.570e-01 1.748e+00 0
3.005e-01 9.442e-01 7.935e-02 5.135e-01 7.942e-01 4.304e-01 2.435e-01 9.285e+00 0
2.458e-01 4.306e-01 9.900e-01 1.526e-01 4.363e-01 2.253e-01 2.020e-01 1.766e+00 0
8.965e-02 6.159e-01 9.922e-01 3.035e-01 2.914e-01 4.536e-01 6.580e-01 1.512e+00 0
3.731e-01 2.320e-01 2.764e-01 7.197e-01 3.282e-01 2.835e-01 5.294e-01 2.054e+00 0
1.000e-03 5.462e-01 3.967e-01 7.904e-02 5.433e-01 3.610e-01 4.066e-01 1.702e+00 0
2.470e-01 4.050e-01 9.315e-01 6.132e-01 9.195e-01 9.555e-01 6.496e-01 1.875e+00 0
1.559e-01 7.158e-01 7.951e-01 1.000e+00 6.688e-02 7.721e-01 8.198e-01 1.627e+00 0
2.933e-01 2.116e-01 1.671e-01 7.304e-01 2.495e-01 2.714e-01 5.585e-01 3.543e+00 0
1.000e-03 2.444e-01 8.856e-01 9.152e-02 8.388e-01 2.363e-01 1.000e-03 1.334e+00 0
1.000e-03 9.577e-01 1.000e-03 8.554e-01 1.000e-03 5.893e-01 1.000e-03 1.514e+00 0
8.317e-01 4.642e-01 7.768e-01 4.474e-01 9.663e-01 4.619e-01 8.103e-01 2.932e+00 0
2.364e-01 6.115e-01 3.024e-01 1.150e-01 4.077e-01 1.914e-01 9.077e-01 1.830e+00 0
1.541e-01 6.229e-01 7.033e-01 5.187e-01 2.377e-01 1.740e-01 5.561e-01 1.216e+00 0
6.149e-03 4.511e-01 6.828e-01 9.870e-01 2.520e-01 1.504e-01 9.663e-02 1.521e+00 0
1.000e-03 2.757e-01 7.048e-01 2.871e-01 8.371e-01 1.000e-03 1.530e-01 1.705e+00 0
7.513e-01 8.081e-01 1.000e-03 1.000e+00 5.252e-01 1.000e-03 7.074e-01 1.419e+03 0
1.099e-01 9.511e-01 4.537e-01 7.291e-01 3.323e-01 3.154e-01 2.158e-01 2.169e+00 0
2.635e-01 5.638e-01 2.688e-01 6.935e-01 3.977e-01 6.866e-01 7.491e-01 2.143e+00 0
3.382e-01 7.366e-01 5.342e-01 4.448e-01 3.443e-01 5.489e-01 4.115e-01 1.815e+00 0
8.532e-01 7.789e-01 3.187e-01 7.077e-01 3.552e-01 4.845e-01 7.775e-01 1.905e+00 0
2.029e-01 4.864e-01 1.000e-03 3.346e-01 1.000e-03 2.538e-01 5.689e-01 5.253e+02 0
4.603e-02 1.316e-01 6.514e-01 1.518e-01 8.099e-01 4.100e-02 8.451e-01 1.777e+00 0
1.000e-03 2.994e-01 5.948e-01 9.038e-01 3.057e-01 4.630e-01 4.188e-01 1.330e+00 0
5.643e-01 1.000e+00 2.439e-01 9.583e-01 6.143e-01 6.375e-01 6.016e-01 3.908e+00 0
3.801e-02 1.103e-01 6.526e-01 7.250e-01 4.780e-01 6.681e-01 7.801e-01 1.515e+00 0
4.511e-01 4.691e-01 6.810e-01 7.368e-01 1.955e-01 3.340e-01 7.206e-01 1.680e+00 0
7.418e-02 7.477e-01 4.169e-01 9.525e-01 6.412e-01 8.598e-02 9.170e-01 1.329e+00 0
2.038e-01 7.299e-01 7.647e-01 2.947e-01 8.606e-03 3.106e-01 8.924e-01 1.715e+00 0
8.856e-01 4.769e-01 4.671e-01 5.612e-01 9.041e-01 1.206e-01 7.340e-01 1.285e+00 0
2.349e-01 3.939e-01 9.651e-01 2.295e-01 3.394e-01 6.649e-01 7.942e-01 1.735e+00 0
1.429e-01 7.935e-01 1.110e-01 8.106e-01 6.646e-01 5.883e-01 8.397e-01 8.369e+00 0
4.527e-01 2.670e-01 4.809e-02 1.000e-03 7.677e-01 5.046e-02 1.000e+00 1.935e+00 0
1.000e-03 9.011e-02 1.000e+00 6.323e-01 1.000e+00 3.154e-01 3.637e-01 1.535e+00 0
1.000e-03 1.000e-03 1.000e-03 6.097e-01 6.805e-01 5.526e-01 2.894e-01 3.067e+00 0
1.135e-01 7.457e-01 1.000e-03 1.000e+00 3.659e-01 9.228e-01 8.433e-01 2.027e+03 0
3.231e-01 8.346e-01 5.036e-01 5.161e-01 2.587e-01 8.298e-01 8.195e-01 1.571e+00 0
5.827e-01 5.135e-01 8.990e-01 6.474e-01 6.584e-01 7.389e-02 3.233e-01 1.508e+00 0
1.000e-03 3.368e-01 2.475e-01 1.000e+00 9.464e-02 5.389e-01 7.543e-01 1.271e+00 0
2.483e-03 8.931e-01 9.344e-01 9.600e-01 3.078e-01 9.044e-01 1.736e-01 1.543e+00 0
2.827e-01 6.212e-01 6.998e-01 2.752e-01 8.547e-01 1.997e-01 6.772e-01 1.542e+00 0
2.253e-01 1.000e+00 9.012e-01 5.891e-01 8.018e-01 4.492e-01 1.753e-01 1.655e+00 0
3.601e-01 8.574e-01 4.450e-01 4.897e-01 2.592e-01 2.781e-01 7.378e-01 1.862e+00 0
2.879e-02 2.982e-01 4.926e-01 5.633e-01 6.282e-01 5.409e-02 9.347e-01 1.421e+00 0
4.210e-01 7.433e-01 6.592e-01 9.065e-01 8.876e-01 1.408e-01 1.845e-01 1.746e+00 0
4.966e-02 9.507e-02 4.086e-01 3.073e-01 6.329e-01 7.193e-01 8.577e-01 1.578e+00 0
7.647e-01 1.000e+00 3.243e-01 4.127e-01 1.913e-01 1.088e-01 4.549e-01 2.023e+00 0
6.824e-01 2.107e-01 2.393e-01 8.957e-01 8.198e-01 1.895e-01 8.341e-01 3.274e+00 0
2.793e-01 7.228e-01 7.418e-01 4.525e-01 9.201e-01 4.059e-01 3.406e-01 1.551e+00 0
1.000e-03 2.905e-01 1.000e+00 4.192e-01 9.680e-01 7.115e-01 6.236e-01 1.737e+00 0
2.518e-01 5.671e-01 3.031e-01 9.939e-01 4.036e-01 5.517e-01 3.448e-01 3.445e+00 0
6.427e-01 5.842e-01 8.667e-01 7.009e-01 5.141e-01 4.925e-03 1.920e-01 1.651e+00 0
8.737e-01 4.126e-01 6.269e-02 8.262e-02 4.080e-01 1.000e-03 5.138e-01 2.049e+00 0
6.790e-01 3.109e-01 1.660e-02 7.185e-01 5.580e-01 1.226e-01 7.377e-01 6.590e+01 0
3.102e-01 1.000e+00 4.721e-01 1.839e-01 7.093e-01 8.684e-01 5.161e-01 1.773e+00 0
2.644e-01 8.244e-01 1.000e-03 3.394e-01 2.032e-01 2.846e-01 7.526e-01 6.683e+02 0
1.247e-01 8.780e-01 8.184e-01 6.865e-01 4.645e-01 6.205e-01 8.713e-01 1.617e+00 0
1.530e-01 3.846e-01 9.893e-01 6.209e-01 4.511e-01 1.403e-01 9.333e-01 1.633e+00 0
5.205e-01 6.957e-01 9.573e-01 9.168e-01 8.367e-01 3.875e-01 9.314e-01 1.506e+00 0
7.675e-01 8.070e-01 2.470e-01 3.232e-01 5.727e-01 6.386e-01 6.170e-01 3.092e+00 0
4.438e-01 6.934e-01 6.209e-01 6.456e-01 1.000e+00 6.698e-01 4.533e-01 2.235e+00 0
3.745e-01 6.740e-01 9.005e-01 7.575e-01 8.692e-01 5.728e-01 6.040e-01 1.494e+00 0
1.000e-03 1.000e-03 1.000e+00 5.778e-01 8.865e-02 6.281e-01 6.051e-01 2.920e+00 0
5.421e-01 7.032e-01 6.062e-01 2.156e-01 4.622e-01 5.978e-01 5.452e-01 1.725e+00 0
3.368e-01 8.745e-01 6.822e-01 4.335e-01 8.027e-01 5.900e-01 7.285e-01 1.445e+00 0
8.468e-01 8.911e-01 1.825e-01 1.227e-01 5.409e-01 1.171e-01 1.580e-01 1.615e+00 0
4.735e-01 6.172e-01 3.976e-01 5.092e-01 4.938e-01 3.919e-01 2.837e-01 3.585e+00 0
9.676e-01 6.075e-01 9.964e-01 2.484e-01 3.235e-01 1.522e-01 3.773e-01 1.570e+00 0
1.930e-01 3.427e-01 5.727e-01 5.142e-01 8.414e-01 3.735e-01 9.241e-01 1.366e+00 0
3.898e-01 6.156e-01 4.073e-01 8.419e-01 8.713e-02 7.632e-01 3.761e-01 2.124e+01 0
5.706e-01 8.381e-01 5.542e-01 4.844e-02 3.857e-01 6.371e-01 9.098e-01 1.776e+00 0
5.257e-02 5.598e-01 1.000e+00 6.937e-01 6.463e-01 5.737e-01 6.853e-01 1.564e+00 0
3.035e-01 6.555e-01 5.722e-01 1.161e-01 4.732e-02 2.454e-01 9.616e-01 1.736e+00 0
6.455e-02 7.123e-01 9.748e-01 3.134e-01 3.275e-01 3.406e-01 3.252e-01 1.658e+00 0
1.000e-03 2.870e-01 1.000e+00 6.157e-01 4.107e-01 9.207e-01 1.000e+00 1.627e+00 0
5.109e-01 3.841e-01 7.862e-01 4.420e-01 5.138e-01 6.009e-02 8.437e-01 1.737e+00 0
6.429e-01 3.288e-01 9.407e-01 2.578e-01 3.678e-01 9.407e-02 9.108e-01 1.567e+00 0
3.235e-01 3.239e-01 3.321e-01 6.338e-01 1.075e-01 3.754e-01 4.200e-01 1.909e+00 0
1.000e-03 8.058e-01 4.618e-02 9.184e-01 6.012e-02 6.907e-01 7.951e-02 1.368e+00 0
5.366e-02 4.896e-01 7.550e-01 2.403e-01 4.748e-01 3.674e-01 9.973e-01 1.565e+00 0
3.579e-01 4.239e-01 3.809e-01 7.384e-01 2.499e-01 1.960e-01 4.278e-01 1.837e+00 0
1.354e-01 7.954e-01 9.196e-01 6.669e-01 5.207e-01 8.916e-01 4.828e-01 1.347e+00 0
1.000e-03 6.736e-01 6.668e-01 5.571e-01 7.336e-01 7.207e-01 1.000e-03 1.308e+00 0
6.655e-01 4.252e-01 4.002e-01 8.146e-01 4.057e-01 1.062e-01 8.589e-01 1.598e+00 0
6.304e-01 9.108e-01 6.398e-01 8.269e-01 9.450e-01 7.280e-01 8.343e-01 1.469e+00 0
2.424e-01 3.745e-01 7.966e-01 7.138e-01 6.455e-01 6.716e-01 9.381e-01 1.499e+00 0
9.043e-01 4.792e-01 3.656e-01 1.000e-03 2.207e-01 3.858e-01 1.000e+00 1.762e+00 0
8.183e-01 2.192e-01 5.564e-01 9.932e-01 6.457e-02 1.148e-01 6.533e-01 1.898e+00 0
6.341e-01 1.000e-03 6.567e-01 9.792e-01 5.171e-01 1.000e-03 6.132e-01 6.911e+00 0
1.000e+00 9.563e-01 7.951e-01 8.991e-01 7.270e-01 1.000e-03 3.968e-01 1.604e+00 0
1.000e-03 2.954e-01 8.759e-01 1.000e+00 7.044e-01 4.107e-01 7.639e-01 1.376e+00 0
6.591e-01 7.908e-01 1.000e+00 4.234e-01 1.000e-03 4.318e-02 5.938e-01 1.718e+00 0
3.058e-01 4.019e-01 9.551e-01 5.888e-01 8.722e-01 4.576e-01 5.008e-01 1.643e+00 0
1.000e-03 8.340e-01 2.405e-01 4.439e-01 1.761e-01 7.213e-01 3.275e-01 1.632e+00 0
3.375e-01 3.529e-01 3.607e-01 5.549e-01 6.280e-01 8.164e-01 1.000e+00 1.584e+00 0
4.714e-01 3.377e-01 8.092e-01 3.048e-01 8.975e-01 5.377e-01 7.924e-01 1.186e+00 0
5.574e-01 3.702e-01 1.639e-01 6.770e-01 4.740e-01 1.765e-01 6.173e-01 3.558e+00 0
4.891e-01 7.085e-01 7.536e-01 6.525e-01 1.000e-03 6.762e-01 4.515e-01 1.697e+00 0
8.592e-01 8.310e-01 5.682e-01 4.901e-01 5.401e-01 6.746e-02 6.466e-01 1.484e+00 0
1.000e-03 2.022e-01 8.384e-01 4.407e-01 5.721e-01 1.000e-03 1.000e+00 1.776e+00 0
5.611e-01 5.998e-01 4.322e-01 1.936e-01 2.124e-01 4.091e-01 8.483e-01 1.570e+00 0
9.693e-03 9.343e-01 7.639e-01 2.638e-01 1.786e-01 2.905e-01 1.608e-01 1.783e+00 0
6.499e-02 9.826e-01 8.209e-01 1.528e-02 7.929e-01 5.609e-02 2.108e-01 1.773e+00 0
9.730e-02 6.829e-01 9.487e-01 1.000e-03 3.445e-01 8.152e-01 5.768e-01 1.786e+00 0
4.898e-01 4.080e-01 8.394e-01 7.803e-01 1.000e+00 4.867e-01 6.032e-01 1.615e+00 0
1.000e-03 6.468e-01 1.000e+00 8.948e-02 8.597e-01 2.628e-01 6.645e-01 1.775e+00 0
5.644e-01 5.565e-01 9.103e-01 5.428e-01 4.066e-01 4.433e-01 4.422e-01 1.933e+00 0
1.929e-01 4.011e-01 2.081e-01 2.483e-01 4.192e-02 8.999e-01 2.963e-01 1.703e+01 0
1.000e-03 3.169e-01 6.803e-02 7.137e-01 3.642e-01 1.000e+00 4.396e-01 1.657e+00 0
9.489e-01 9.163e-01 8.662e-01 3.726e-01 7.120e-01 6.106e-01 7.383e-01 1.602e+00 0
4.492e-01 7.036e-01 1.000e-03 5.696e-01 4.269e-01 2.215e-01 7.119e-01 9.662e+02 0
3.177e-01 1.718e-01 6.484e-01 3.633e-01 1.170e-01 1.366e-01 1.000e+00 1.602e+00 0
1.131e-01 5.552e-01 8.754e-01 6.878e-01 2.830e-01 6.211e-01 1.826e-01 1.362e+00 0
1.038e-02 5.390e-02 3.694e-01 1.185e-03 6.818e-01 9.875e-01 1.000e+00 1.806e+00 0
5.880e-01 3.032e-01 5.614e-01 5.731e-01 9.846e-01 9.031e-02 3.916e-01 1.374e+00 0
5.560e-01 1.000e+00 6.159e-01 1.982e-02 1.000e+00 1.000e-03 4.569e-01 1.775e+00 0
1.842e-01 6.625e-01 9.476e-01 9.359e-01 2.088e-01 2.722e-01 1.079e-01 1.665e+00 0
6.048e-01 4.099e-01 4.351e-01 1.939e-01 9.849e-02 2.320e-01 8.558e-01 1.640e+00 0
5.366e-01 7.505e-01 1.000e+00 9.308e-01 7.688e-01 6.995e-01 9.484e-01 1.466e+00 0
4.573e-01 5.727e-01 9.046e-01 7.915e-01 1.340e-01 5.337e-01 4.727e-01 1.395e+00 0
1.000e-03 3.519e-01 1.000e-03 8.850e-01 2.566e-01 7.387e-01 9.546e-01 1.551e+00 0
1.866e-01 8.438e-01 6.769e-01 8.239e-01 5.863e-01 7.982e-01 9.390e-01 1.556e+00 0
1.000e+00 5.334e-01 8.917e-01 8.507e-01 1.000e+00 1.000e-03 3.679e-01 1.506e+00 0
4.551e-01 9.165e-01 8.943e-01 7.289e-01 9.751e-01 3.080e-01 5.362e-01 1.483e+00 0
6.048e-02 4.460e-01 2.926e-01 4.488e-01 5.247e-01 7.519e-01 8.185e-01 1.471e+00 0
7.017e-01 5.212e-01 1.715e-01 3.392e-01 8.745e-01 5.045e-01 7.429e-01 2.799e+00 0
9.019e-01 1.284e-01 6.115e-01 9.120e-02 3.004e-01 1.144e-02 9.794e-02 1.676e+00 0
1.258e-01 6.667e-01 4.250e-01 2.538e-01 9.194e-01 2.504e-01 3.628e-01 1.626e+00 0
6.369e-01 8.817e-01 6.021e-01 5.826e-01 8.432e-02 6.779e-01 6.218e-01 1.835e+00 0
1.596e-01 3.535e-01 3.581e-01 5.153e-02 2.972e-01 6.092e-01 9.737e-01 1.740e+00 0
8.292e-01 9.581e-01 7.683e-01 7.443e-01 7.525e-01 1.767e-01 7.394e-01 1.517e+00 0
3.687e-01 3.284e-01 5.911e-01 6.588e-01 3.376e-01 1.000e+00 1.000e+00 1.280e+01 0
2.835e-01 8.257e-01 3.709e-01 3.489e-01 5.317e-02 6.095e-01 3.663e-01 1.980e+00 0
7.938e-01 3.569e-01 1.259e-01 5.318e-01 3.994e-01 4.515e-01 8.765e-01 1.186e+02 0
2.219e-01 1.000e+00 1.000e+00 8.993e-01 9.590e-01 4.721e-01 7.731e-01 1.290e+00 0
3.252e-01 7.580e-01 9.566e-01 7.547e-01 7.632e-01 8.986e-01 9.124e-01 1.503e+00 0
9.891e-01 8.856e-01 9.662e-01 9.723e-01 9.789e-01 1.046e-01 2.318e-01 1.770e+00 0
1.766e-01 9.332e-01 4.184e-01 7.434e-01 6.382e-01 6.166e-02 1.604e-01 1.706e+00 0
9.485e-01 4.281e-01 8.358e-01 7.825e-01 5.592e-01 1.658e-01 6.845e-01 1.557e+00 0
1.000e-03 1.248e-01 1.044e-01 1.000e-03 1.000e+00 3.356e-03 1.000e-03 1.979e+00 0
2.918e-01 9.041e-01 8.433e-01 4.920e-01 9.658e-01 5.819e-01 6.593e-01 1.570e+00 0
9.034e-01 5.090e-01 6.834e-01 3.472e-01 1.388e-01 1.000e-03 5.866e-01 1.753e+00 0
8.371e-02 3.523e-01 2.294e-02 9.955e-01 8.512e-01 8.746e-01 7.738e-01 5.703e+01 0
4.497e-01 8.555e-01 4.692e-01 3.409e-01 5.280e-01 1.000e-03 6.437e-01 1.263e+00 0
5.613e-01 1.000e+00 1.198e-03 9.390e-01 8.807e-01 1.000e-03 8.735e-01 1.447e+03 0
5.341e-01 3.112e-01 7.281e-01 7.965e-01 5.510e-01 1.220e-01 5.614e-01 1.298e+00 0
3.334e-01 3.533e-01 8.166e-01 9.754e-01 4.062e-01 1.347e-02 4.481e-01 1.296e+00 0
3.359e-01 8.718e-01 3.483e-01 6.307e-01 8.595e-02 7.568e-01 5.657e-01 2.193e+00 0
3.264e-01 9.790e-01 2.982e-01 1.533e-01 5.719e-02 9.862e-01 8.590e-01 1.887e+00 0
1.000e-03 1.000e+00 1.000e-03 1.000e+00 4.223e-01 1.000e+00 1.000e-03 1.276e+00 50
2.500e-01 9.750e-01 9.544e-01 5.930e-01 4.143e-02 2.079e-01 1.000e+00 7.814e-01 50
9.415e-02 7.551e-01 3.987e-01 7.554e-01 3.105e-01 1.000e-03 5.842e-01 5.170e-01 50
1.000e-03 5.539e-01 4.097e-02 1.000e+00 1.429e-02 1.000e+00 1.731e-01 1.268e+00 50
2.518e-02 7.000e-01 7.201e-01 8.704e-01 9.536e-01 1.000e+00 1.000e+00 1.149e+00 50
1.201e-01 6.483e-01 3.725e-01 6.804e-01 1.000e-03 6.084e-01 5.693e-01 9.868e-01 50
2.669e-02 6.338e-01 5.136e-01 1.000e+00 9.253e-01 5.024e-01 5.332e-01 1.121e+00 50
6.715e-02 5.552e-01 7.138e-01 1.000e+00 1.000e+00 1.000e-03 9.054e-01 6.162e-01 50
8.698e-02 5.910e-01 8.303e-01 9.794e-01 7.918e-01 1.000e-03 1.000e+00 5.989e-01 50
1.000e-03 2.335e-01 1.588e-01 4.509e-01 6.849e-01 3.920e-01 7.472e-01 1.297e+00 50
4.989e-02 8.993e-01 6.460e-01 9.220e-01 5.403e-01 9.273e-01 8.517e-01 7.529e-01 50
1.000e-03 1.000e+00 1.000e-03 6.295e-01 1.000e+00 4.646e-01 2.835e-02 1.284e+00 50
1.592e-01 1.000e+00 4.655e-01 6.963e-01 1.000e-03 4.247e-01 8.805e-01 1.070e+00 50
5.579e-02 3.766e-01 7.438e-01 7.287e-01 1.000e+00 1.000e+00 1.000e+00 1.035e+00 50
6.733e-02 7.449e-01 5.751e-01 4.484e-01 8.982e-01 1.086e-01 4.063e-02 1.013e+00 50
6.743e-02 3.984e-01 3.813e-01 6.650e-01 4.454e-02 9.212e-01 1.000e+00 5.747e-01 50
4.639e-02 4.237e-01 7.522e-01 9.933e-01 1.000e+00 1.941e-01 1.000e+00 1.047e+00 50
1.276e-01 1.000e+00 8.328e-01 4.994e-01 4.532e-01 2.792e-01 5.798e-01 1.130e+00 50
4.559e-02 7.814e-01 1.000e+00 1.000e+00 1.000e+00 5.421e-01 1.000e+00 9.979e-01 50
8.798e-02 2.738e-01 7.673e-01 1.000e+00 1.032e-02 1.000e-03 5.766e-01 8.435e-01 50
8.270e-02 1.000e+00 7.834e-01 8.608e-01 1.000e+00 1.825e-01 1.000e+00 7.537e-01 50
4.121e-02 3.006e-01 8.007e-01 1.000e+00 2.625e-01 4.847e-01 6.914e-01 1.020e+00 50
5.143e-02 1.000e+00 6.967e-01 4.813e-01 8.695e-01 4.119e-01 1.115e-01 1.184e+00 50
1.038e-01 3.100e-01 9.516e-01 8.669e-01 6.227e-01 1.000e-03 9.788e-01 7.673e-01 50
