a1 a2 a3 a4 a5 a6 a7 RMSE it
1.000e-03 8.909e-02 5.256e-01 6.033e-01 4.548e-01 7.462e-01 1.000e-03 1.000e+10 0
6.341e-01 1.000e-03 9.716e-01 7.082e-01 1.000e+00 1.000e-03 3.871e-02 1.000e+10 0
1.000e+00 1.000e-03 4.226e-01 5.385e-01 1.000e-03 8.447e-01 1.858e-01 1.000e+10 0
6.377e-01 2.087e-01 6.154e-01 5.757e-01 5.579e-01 1.379e-01 9.902e-01 1.000e+10 0
9.993e-01 1.000e+00 2.346e-01 6.281e-02 7.204e-01 8.308e-01 1.000e+00 1.000e+10 0
1.000e-03 1.565e-01 1.873e-01 6.035e-01 2.859e-01 5.783e-01 8.759e-01 1.000e+10 0
1.000e+00 5.512e-01 3.310e-01 1.057e-01 6.050e-01 4.545e-01 2.409e-02 1.000e+10 0
8.243e-01 9.491e-02 7.930e-01 1.000e-03 1.211e-01 1.508e-01 1.000e-03 1.000e+10 0
9.751e-01 7.479e-01 2.457e-01 9.383e-01 7.248e-01 4.946e-01 4.236e-01 1.000e+10 0
5.587e-01 9.332e-01 7.470e-01 5.827e-01 6.053e-01 3.348e-01 1.000e-03 1.000e+10 0
8.975e-01 5.287e-01 7.595e-01 1.000e-03 5.184e-01 2.846e-01 4.915e-01 1.000e+10 0
7.666e-01 1.000e-03 1.000e+00 8.624e-02 2.032e-01 7.781e-01 4.641e-01 1.000e+10 0
6.169e-01 3.052e-01 3.368e-01 7.232e-01 5.213e-01 3.512e-01 3.751e-01 1.000e+10 0
6.234e-01 8.225e-01 1.000e-03 2.375e-01 5.985e-01 7.029e-01 9.868e-01 1.000e+10 0
2.099e-01 1.000e+00 5.316e-02 3.835e-01 8.087e-01 6.585e-01 2.202e-01 1.000e+10 0
5.188e-01 1.071e-01 4.943e-01 7.759e-01 1.000e+00 3.334e-01 5.472e-01 1.000e+10 0
6.068e-01 9.428e-01 1.618e-01 3.385e-01 2.461e-01 6.171e-01 1.000e+00 1.000e+10 0
4.006e-01 1.665e-02 1.000e-03 8.140e-01 1.832e-01 8.555e-01 7.201e-01 1.000e+10 0
2.751e-01 1.000e-03 2.599e-01 5.377e-01 1.000e-03 2.651e-01 4.226e-01 1.000e+10 0
9.990e-02 1.588e-01 3.703e-01 1.000e+00 2.007e-01 9.359e-01 5.195e-01 3.431e+00 0
4.835e-01 1.633e-01 7.170e-01 1.452e-01 1.000e+00 1.777e-01 5.154e-01 1.000e+10 0
1.000e-03 1.000e-03 9.151e-01 8.212e-01 4.709e-01 7.868e-01 7.905e-01 2.973e+00 0
1.000e+00 5.186e-01 6.446e-01 8.479e-01 1.000e-03 2.309e-01 1.000e+00 1.000e+10 0
1.000e+00 6.993e-01 4.304e-01 1.000e-03 2.430e-01 1.462e-01 7.477e-01 1.000e+10 0
9.200e-01 3.130e-01 1.000e-03 2.620e-01 8.007e-01 1.000e-03 6.547e-01 1.000e+10 0
1.000e-03 1.000e-03 1.000e+00 9.555e-01 1.591e-01 2.748e-01 5.208e-01 2.938e+00 0
1.000e+00 2.069e-01 8.806e-01 3.031e-01 7.855e-01 7.375e-01 9.597e-01 1.000e+10 0
6.604e-01 8.174e-01 6.949e-02 4.103e-01 4.465e-01 4.877e-01 8.308e-01 1.000e+10 0
8.757e-01 1.000e+00 9.717e-02 1.000e-03 9.880e-01 8.370e-01 1.000e+00 1.000e+10 0
2.671e-01 7.629e-01 6.479e-02 5.613e-01 7.322e-01 9.007e-01 5.517e-01 1.000e+10 0
3.400e-01 4.750e-01 6.816e-02 1.116e-01 6.275e-01 4.981e-01 1.000e-03 1.000e+10 0
1.605e-01 7.456e-01 1.000e+00 1.000e+00 9.576e-01 1.000e-03 4.791e-02 1.000e+10 0
5.356e-01 1.000e-03 8.030e-01 7.091e-01 7.173e-01 1.000e-03 1.000e-03 1.000e+10 0
8.659e-01 1.000e-03 9.153e-01 5.752e-01 4.463e-01 8.465e-01 9.114e-02 1.000e+10 0
4.903e-01 1.000e-03 4.128e-01 5.721e-01 1.000e-03 8.584e-01 7.138e-01 1.000e+10 0
1.220e-01 7.061e-01 1.000e+00 3.095e-01 9.238e-01 1.496e-01 4.850e-01 1.000e+10 0
4.046e-01 3.798e-01 7.015e-01 7.850e-01 1.293e-01 1.000e-03 9.500e-01 1.000e+10 0
1.000e-03 1.000e+00 7.109e-01 1.000e+00 2.824e-01 4.035e-01 1.000e-03 1.000e+10 0
1.000e+00 7.326e-01 1.561e-01 1.197e-01 5.486e-01 1.113e-01 2.579e-01 1.000e+10 0
1.000e+00 3.950e-01 1.000e+00 6.954e-01 8.925e-01 6.184e-01 6.732e-01 1.000e+10 0
2.489e-01 5.046e-01 1.000e-03 1.000e+00 6.345e-01 4.661e-01 2.184e-01 1.000e+10 0
1.783e-01 1.000e+00 1.000e-03 1.054e-01 7.545e-01 1.927e-01 2.992e-01 1.000e+10 0
1.000e+00 3.814e-01 1.000e-03 2.866e-01 5.325e-01 3.626e-01 5.123e-01 1.000e+10 0
1.000e+00 3.829e-01 7.360e-01 8.114e-01 8.560e-01 2.246e-01 1.000e-03 1.000e+10 0
8.373e-01 3.978e-01 5.977e-01 1.000e-03 8.904e-01 8.526e-01 5.456e-01 1.000e+10 0
6.208e-01 9.132e-02 9.288e-02 6.422e-01 8.202e-01 8.757e-02 1.000e-03 1.000e+10 0
9.556e-02 9.773e-01 9.528e-01 9.632e-01 5.779e-01 1.000e+00 6.532e-01 1.000e+10 0
3.510e-01 6.996e-01 8.461e-01 3.864e-01 1.000e-03 9.441e-01 5.531e-01 1.000e+10 0
3.142e-01 3.531e-01 7.754e-01 1.837e-01 5.461e-01 8.277e-01 1.000e-03 1.000e+10 0
6.601e-01 1.000e-03 4.724e-01 4.038e-01 9.086e-02 3.503e-01 4.436e-01 1.000e+10 0
1.942e-02 1.000e-03 6.939e-01 4.574e-01 1.000e+00 1.000e-03 1.000e-03 1.000e+10 0
4.962e-01 1.000e-03 2.035e-01 9.426e-01 2.060e-01 7.229e-01 2.570e-01 1.000e+10 0
3.887e-02 2.020e-01 9.838e-01 8.755e-01 7.541e-01 5.586e-01 3.762e-01 1.000e+10 0
4.311e-01 2.024e-01 3.953e-01 5.242e-01 3.750e-01 6.853e-01 1.650e-01 1.000e+10 0
1.757e-01 6.623e-01 1.000e+00 1.477e-01 8.327e-01 8.458e-01 1.000e-03 1.000e+10 0
7.469e-01 1.000e-03 6.090e-01 5.933e-01 8.594e-02 8.352e-01 9.820e-01 1.000e+10 0
7.241e-01 9.407e-01 6.076e-01 9.155e-01 9.247e-01 4.540e-01 8.945e-02 1.000e+10 0
4.095e-01 1.000e+00 2.610e-01 7.692e-01 6.761e-01 7.760e-01 9.560e-01 1.000e+10 0
1.191e-01 1.000e-03 8.844e-01 1.000e+00 7.312e-01 1.000e+00 1.000e+00 1.000e+10 0
1.000e-03 1.000e+00 8.115e-01 4.354e-01 7.637e-01 7.988e-01 1.000e+00 1.000e+10 0
3.055e-01 6.388e-01 4.005e-01 3.199e-01 4.770e-01 3.125e-01 2.406e-01 1.000e+10 0
1.251e-01 2.574e-01 1.433e-01 1.000e-03 5.701e-01 9.889e-01 1.000e+00 1.000e+10 0
7.614e-02 5.895e-01 1.662e-01 1.000e-03 8.858e-02 4.032e-01 1.000e-03 1.000e+10 0
6.618e-02 9.942e-01 3.421e-01 8.184e-01 4.662e-01 2.464e-02 1.907e-02 1.000e+10 0
1.000e-03 4.176e-01 8.919e-01 6.329e-02 4.497e-01 6.870e-01 8.273e-01 1.000e+10 0
3.863e-01 7.283e-01 2.398e-01 4.274e-01 4.488e-01 1.727e-02 2.836e-01 1.000e+10 0
1.818e-01 5.343e-01 3.683e-01 2.615e-01 5.551e-01 8.115e-01 3.247e-01 1.000e+10 0
3.357e-01 7.929e-01 3.797e-01 6.060e-01 7.751e-01 5.525e-01 4.642e-01 1.000e+10 0
1.000e-03 6.311e-01 6.957e-01 8.662e-01 5.029e-01 2.275e-01 6.684e-02 1.000e+10 0
2.625e-01 6.123e-01 4.875e-01 1.000e-03 7.046e-01 7.264e-01 1.870e-01 1.000e+10 0
4.532e-01 4.453e-01 1.000e-03 2.943e-02 7.064e-01 1.160e-01 7.507e-01 1.000e+10 0
2.291e-01 6.633e-01 7.482e-01 1.000e-03 3.998e-01 9.659e-01 4.744e-01 1.000e+10 0
5.921e-01 3.292e-01 7.862e-01 9.201e-01 6.425e-01 1.000e-03 8.901e-01 1.000e+10 0
6.548e-01 2.485e-01 3.620e-01 1.000e-03 2.691e-01 1.000e-03 1.061e-01 1.000e+10 0
8.957e-01 6.005e-01 4.284e-01 1.386e-01 2.999e-01 4.403e-01 1.122e-01 1.000e+10 0
1.000e+00 5.349e-03 5.219e-01 1.610e-01 3.064e-01 6.554e-01 6.673e-01 1.000e+10 0
5.991e-01 5.222e-01 1.000e+00 3.818e-01 6.542e-01 5.194e-01 5.969e-02 1.000e+10 0
7.093e-01 9.857e-01 1.892e-01 7.239e-01 8.519e-01 1.000e-03 7.605e-01 1.000e+10 0
4.073e-02 4.967e-01 8.012e-01 1.000e+00 7.203e-01 6.505e-01 4.668e-01 1.000e+10 0
7.994e-01 1.000e+00 1.394e-01 5.668e-01 2.927e-01 7.865e-01 7.418e-01 1.000e+10 0
1.000e-03 5.775e-01 5.687e-01 5.997e-01 8.221e-01 5.761e-01 1.000e-03 1.000e+10 0
1.000e-03 8.228e-01 2.854e-01 2.687e-01 5.533e-01 7.626e-01 5.280e-01 1.000e+10 0
9.633e-02 9.312e-02 1.000e+00 3.785e-01 6.128e-01 9.004e-01 8.839e-01 2.917e+00 0
1.000e-03 5.055e-01 2.944e-01 8.703e-02 6.123e-01 2.000e-01 7.074e-01 1.000e+10 0
7.988e-01 7.485e-01 5.904e-01 9.403e-01 1.000e-03 9.059e-01 7.976e-01 1.000e+10 0
4.441e-01 1.000e-03 1.000e+00 1.474e-01 4.949e-01 5.620e-01 1.083e-01 1.000e+10 0
9.858e-01 1.000e+00 4.701e-01 3.179e-01 5.076e-01 6.491e-01 5.503e-01 1.000e+10 0
1.000e-03 1.000e+00 5.421e-01 8.110e-01 7.096e-01 2.252e-01 3.374e-01 1.000e+10 0
1.000e-03 8.354e-01 1.000e+00 1.000e-03 7.908e-01 1.000e+00 3.921e-01 1.000e+10 0
1.000e+00 6.551e-01 9.171e-01 4.110e-01 1.000e-03 3.284e-01 6.194e-02 1.000e+10 0
7.494e-01 2.336e-01 5.907e-01 1.000e+00 6.370e-01 1.000e-03 4.069e-02 1.000e+10 0
8.369e-01 7.729e-01 6.674e-01 5.990e-01 7.488e-01 4.780e-01 7.622e-01 1.000e+10 0
1.000e-03 2.434e-01 7.321e-02 3.125e-01 6.037e-01 5.308e-01 7.728e-01 1.000e+10 0
4.858e-01 1.251e-01 1.433e-01 7.599e-01 1.896e-01 5.485e-01 9.752e-01 1.000e+10 0
4.020e-01 8.165e-02 2.955e-01 5.521e-01 8.778e-01 8.491e-01 8.236e-01 1.000e+10 0
7.466e-01 9.503e-02 4.237e-01 2.882e-01 1.000e+00 9.250e-01 1.000e-03 1.000e+10 0
3.128e-01 1.000e-03 5.818e-01 6.252e-01 3.094e-01 5.781e-01 1.000e-03 1.000e+10 0
1.450e-01 4.312e-01 3.346e-01 7.982e-01 7.764e-01 3.544e-01 5.035e-01 1.000e+10 0
6.399e-01 6.298e-01 3.050e-01 1.000e-03 5.488e-01 9.424e-01 6.055e-01 1.000e+10 0
1.536e-01 3.183e-01 8.430e-01 1.000e+00 3.137e-01 1.000e+00 3.448e-01 1.000e+10 0
1.000e-03 8.677e-01 8.737e-01 1.011e-01 1.000e-03 1.000e+00 1.524e-01 1.000e+10 0
1.000e+00 2.065e-01 5.689e-01 1.000e+00 7.138e-01 1.728e-01 7.130e-01 1.000e+10 0
5.027e-02 8.192e-01 1.000e+00 9.075e-03 1.866e-01 1.000e+00 2.838e-01 4.435e-01 0
3.715e-01 7.014e-01 1.000e+00 9.580e-01 4.053e-01 8.323e-01 1.000e+00 1.000e+10 0
6.846e-01 4.093e-01 1.000e+00 5.721e-01 9.473e-01 1.899e-01 1.842e-02 1.000e+10 0
6.307e-01 5.686e-01 8.888e-01 1.000e+00 4.703e-01 2.161e-01 2.276e-01 1.000e+10 0
3.677e-01 1.000e-03 7.689e-01 7.075e-01 3.626e-01 1.557e-01 5.387e-01 1.000e+10 0
3.581e-01 1.297e-02 1.000e+00 6.549e-01 1.052e-01 1.000e+00 6.368e-01 1.000e+10 0
3.728e-01 3.044e-01 1.000e-03 2.055e-01 1.000e-03 6.559e-01 2.577e-01 1.000e+10 0
8.951e-01 5.497e-01 9.017e-01 8.900e-01 2.362e-01 4.434e-01 4.155e-01 1.000e+10 0
9.796e-01 1.000e-03 5.238e-01 3.834e-01 5.844e-01 8.870e-01 1.000e-03 1.000e+10 0
8.659e-02 3.009e-02 9.261e-01 8.040e-01 5.498e-01 7.098e-01 1.340e-01 1.000e+10 0
2.313e-01 9.022e-01 1.000e-03 5.400e-01 1.000e+00 1.000e+00 1.956e-01 1.000e+10 0
6.636e-01 8.625e-01 1.000e+00 1.000e-03 7.416e-01 1.000e-03 5.522e-01 1.000e+10 0
6.928e-01 3.153e-01 1.871e-01 4.706e-01 6.079e-01 8.506e-02 1.000e-03 1.000e+10 0
4.121e-01 3.006e-01 4.382e-01 8.711e-01 6.466e-01 1.661e-01 6.160e-01 1.000e+10 0
7.830e-01 7.260e-01 1.204e-01 8.874e-01 8.537e-01 7.676e-02 7.101e-01 1.000e+10 0
1.000e-03 4.895e-01 6.701e-01 8.866e-01 4.213e-01 8.203e-01 6.642e-01 1.000e+10 0
7.042e-01 8.896e-01 4.891e-01 5.641e-01 7.497e-01 1.000e+00 1.000e+00 1.000e+10 0
1.622e-01 2.098e-01 9.843e-01 2.353e-01 2.916e-01 5.220e-01 4.120e-01 2.322e+00 0
3.408e-01 4.673e-01 3.127e-01 4.878e-01 1.704e-01 6.093e-01 3.979e-01 1.000e+10 0
2.003e-01 2.699e-01 4.174e-01 5.575e-01 2.495e-01 7.423e-01 1.363e-01 1.000e+10 0
3.390e-01 9.986e-03 1.000e+00 9.234e-01 1.000e-03 4.026e-01 2.081e-01 1.000e+10 0
5.839e-01 9.041e-01 4.304e-01 1.000e-03 7.786e-01 7.095e-01 5.251e-01 1.000e+10 0
8.192e-01 1.442e-01 1.000e+00 5.254e-01 3.447e-01 5.067e-01 1.361e-02 1.000e+10 0
8.319e-01 6.735e-01 3.842e-02 1.765e-01 3.234e-01 5.211e-01 4.472e-01 1.000e+10 0
4.986e-01 6.709e-01 8.168e-01 9.477e-01 6.196e-01 5.836e-01 4.221e-01 2.901e+00 0
5.939e-01 6.440e-01 1.000e-03 1.299e-01 8.122e-01 2.599e-02 5.231e-01 1.000e+10 0
5.189e-01 6.693e-01 2.618e-01 9.837e-01 4.368e-01 8.702e-01 3.038e-01 1.000e+10 0
4.036e-01 1.000e+00 8.146e-02 5.694e-01 1.410e-01 3.505e-01 8.266e-01 1.000e+10 0
4.823e-01 1.000e-03 5.751e-01 4.581e-01 1.309e-01 9.554e-02 3.210e-01 1.000e+10 0
8.796e-01 6.980e-01 8.812e-01 8.030e-01 2.381e-01 1.000e+00 1.849e-02 1.000e+10 0
5.374e-01 7.346e-01 1.000e-03 8.319e-01 7.753e-01 2.421e-02 1.293e-01 1.000e+10 0
6.416e-01 6.981e-01 1.000e+00 9.733e-01 1.000e+00 7.535e-01 5.241e-01 1.000e+10 0
6.269e-01 7.408e-01 3.118e-01 1.497e-01 9.737e-01 2.064e-01 1.000e-03 1.000e+10 0
9.536e-01 1.000e+00 6.856e-01 5.348e-01 5.485e-01 1.000e-03 2.790e-01 1.000e+10 0
6.382e-01 4.834e-01 1.000e-03 1.000e-03 1.078e-01 3.875e-01 8.455e-01 1.000e+10 0
1.000e+00 1.000e-03 4.678e-02 3.738e-01 7.657e-01 5.413e-01 9.831e-01 1.000e+10 0
7.562e-01 5.136e-01 3.509e-01 3.892e-01 3.426e-01 1.000e+00 2.058e-01 1.000e+10 0
1.260e-01 1.000e-03 4.844e-01 7.162e-01 1.405e-01 6.224e-01 7.501e-01 1.000e+10 0
1.000e-03 3.052e-01 1.229e-01 1.149e-01 1.427e-01 6.102e-01 1.053e-01 1.000e+10 0
4.749e-01 6.332e-01 4.903e-01 1.000e+00 9.796e-01 6.120e-01 2.096e-01 1.000e+10 0
5.084e-01 1.235e-01 9.400e-01 7.876e-02 2.509e-01 5.073e-01 1.261e-01 1.000e+10 0
7.828e-02 8.078e-01 1.965e-01 1.285e-01 5.931e-01 1.362e-01 2.804e-01 1.000e+10 0
1.000e-03 1.447e-01 1.068e-02 1.000e-03 4.984e-01 4.702e-01 1.000e-03 1.000e+10 0
2.815e-01 3.534e-01 5.382e-01 7.640e-01 5.898e-01 1.000e-03 5.486e-01 1.000e+10 0
1.000e+00 2.430e-01 7.163e-01 1.000e+00 7.233e-01 7.921e-01 1.444e-01 1.000e+10 0
2.900e-01 1.000e-03 6.785e-01 1.613e-01 1.916e-01 2.963e-01 7.859e-01 1.000e+10 0
5.727e-01 8.777e-01 8.015e-01 3.446e-01 6.884e-01 2.585e-02 4.696e-01 1.000e+10 0
5.190e-01 5.988e-01 7.668e-02 5.977e-02 2.031e-01 3.582e-01 1.000e-03 1.000e+10 0
1.015e-01 1.000e+00 1.000e+00 2.957e-01 2.721e-01 8.995e-01 8.145e-01 1.000e+10 0
1.759e-01 2.060e-01 4.916e-01 5.029e-01 3.959e-01 3.763e-01 1.000e+00 1.000e+10 0
8.036e-01 4.289e-01 6.710e-01 1.000e+00 6.994e-01 9.045e-01 8.337e-01 1.000e+10 0
9.919e-02 4.417e-01 8.646e-01 3.926e-01 3.319e-01 8.123e-01 1.000e-03 1.000e+10 0
1.000e+00 8.214e-01 5.139e-01 8.720e-01 5.647e-01 1.000e-03 8.132e-01 1.000e+10 0
1.739e-01 8.677e-01 3.255e-01 4.391e-01 3.851e-02 3.671e-01 1.000e-03 1.000e+10 0
1.000e-03 7.280e-01 9.913e-01 2.417e-01 8.455e-02 7.182e-01 4.810e-01 1.000e+10 0
2.869e-01 5.090e-01 1.870e-01 6.946e-01 2.493e-01 1.000e+00 1.000e-03 1.000e+10 0
6.285e-01 7.941e-01 2.272e-01 3.172e-01 2.713e-01 1.000e-03 4.780e-01 1.000e+10 0
3.167e-01 8.245e-01 5.531e-01 9.745e-01 1.000e+00 7.323e-01 5.851e-01 1.000e+10 0
1.000e+00 7.029e-01 1.750e-01 7.107e-02 6.592e-01 4.018e-01 4.356e-01 1.000e+10 0
8.174e-01 1.000e+00 6.461e-02 2.705e-01 6.348e-01 5.563e-01 2.642e-01 1.000e+10 0
1.000e+00 8.829e-01 1.690e-01 6.312e-01 6.940e-01 3.425e-01 8.196e-01 1.000e+10 0
1.000e+00 3.244e-01 7.571e-01 5.839e-01 3.683e-01 2.354e-01 4.566e-01 1.000e+10 0
9.544e-01 4.390e-02 6.246e-01 8.556e-01 4.906e-01 1.000e-03 7.750e-01 1.000e+10 0
8.628e-01 1.000e+00 5.595e-01 5.263e-01 9.596e-01 2.343e-01 9.415e-01 1.000e+10 0
7.986e-01 8.759e-01 3.536e-01 1.000e+00 9.294e-01 5.111e-01 1.000e-03 1.000e+10 0
1.273e-01 4.058e-01 5.239e-01 4.051e-01 7.375e-01 9.108e-01 5.097e-02 1.000e+10 0
1.975e-02 7.684e-01 5.742e-01 7.222e-01 6.501e-01 5.370e-01 3.409e-01 1.000e+10 0
1.297e-01 3.643e-01 3.492e-01 1.000e-03 3.991e-01 9.184e-01 3.126e-03 1.000e+10 0
1.000e+00 8.894e-01 9.616e-01 5.861e-01 9.591e-01 3.347e-01 6.640e-01 1.000e+10 0
2.085e-01 6.004e-01 3.554e-01 1.000e+00 4.629e-01 6.472e-01 1.124e-02 1.000e+10 0
2.737e-01 8.828e-02 2.857e-01 1.010e-01 4.749e-01 1.978e-01 1.000e-03 1.000e+10 0
9.143e-01 4.236e-01 5.646e-01 6.067e-01 6.583e-02 1.000e+00 4.461e-01 1.000e+10 0
3.606e-01 5.620e-01 4.132e-01 2.295e-01 2.627e-01 8.381e-01 6.812e-01 1.000e+10 0
6.009e-01 5.935e-01 4.826e-01 1.180e-01 5.569e-01 2.616e-01 5.587e-01 1.000e+10 0
1.042e-01 5.749e-01 1.520e-01 8.700e-01 4.189e-01 1.710e-01 8.914e-01 1.000e+10 0
6.391e-01 1.000e-03 8.540e-01 6.693e-01 5.313e-01 4.369e-01 5.811e-01 1.000e+10 0
1.000e+00 2.893e-01 2.069e-01 9.319e-02 4.313e-01 8.131e-01 2.223e-01 1.000e+10 0
1.000e+00 5.828e-01 1.160e-01 5.758e-01 2.867e-01 2.466e-01 1.000e+00 1.000e+10 0
6.760e-01 7.567e-01 9.744e-01 1.115e-01 6.772e-02 8.936e-01 1.000e-03 1.000e+10 0
1.000e+00 2.278e-01 9.683e-01 2.012e-01 1.000e+00 2.615e-01 5.679e-01 1.000e+10 0
2.125e-01 9.916e-01 4.954e-01 3.026e-01 2.273e-01 8.070e-02 9.358e-01 1.000e+10 0
5.111e-01 1.000e-03 6.943e-01 8.634e-01 4.146e-01 2.692e-01 3.677e-01 1.000e+10 0
5.784e-01 8.467e-01 8.044e-01 1.000e+00 1.950e-01 1.000e-03 7.102e-02 1.000e+10 0
2.199e-01 1.000e+00 6.642e-01 1.000e-03 1.000e+00 1.000e+00 6.206e-02 1.000e+10 0
9.899e-01 1.000e-03 1.000e+00 2.346e-01 5.792e-01 3.787e-01 4.374e-01 1.000e+10 0
8.050e-01 1.571e-01 5.183e-01 6.147e-01 1.000e-03 1.000e+00 1.000e+00 1.000e+10 0
4.757e-01 1.000e+00 3.618e-01 5.474e-01 4.707e-02 1.000e+00 6.873e-01 1.000e+10 0
5.016e-01 9.858e-01 5.009e-01 3.218e-01 5.483e-01 3.350e-01 7.474e-01 1.000e+10 0
9.626e-01 4.278e-01 1.000e+00 6.650e-01 6.308e-01 1.708e-01 1.000e-03 1.000e+10 0
1.993e-02 3.972e-01 7.980e-01 3.233e-01 1.000e+00 3.635e-01 3.914e-01 1.000e+10 0
1.318e-01 1.000e+00 3.607e-01 6.448e-01 6.488e-01 9.842e-01 1.000e-03 1.000e+10 0
